Season,Week,PID,Player,Pos,Team,Opp,aFPA,FFPts,Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Grade
2017,15,colemc1,Corey Coleman,WR,CLE,BAL,15.5,8.7,0,0,0,0,0,0,0,0,3.3,41.9,0.2,0,0,2.1,0,0,0,B-Game
2017,15,inmand1,Dontrelle Inman,WR,CHI,@DET,21.2,8.6,0,0,0,0,0,0,0,0,3,43.4,0.2,0,0,2,0,0,0,B-Game
2017,15,rogerc1,Chester Rogers,WR,IND,DEN,13.1,8.5,0,0,0,0,0,0,0,0,3.5,39.6,0.2,0,0,2.1,0,0,0,B-Game
2017,15,lafelb1,Brandon LaFell,WR,CIN,@MIN,16.9,8.5,0,0,0,0,0,0,0,0,3.8,39.3,0.1,0,0,2.2,0,0,0,B-Game
2017,15,parked1,DeVante Parker,WR,MIA,@BUF,17.1,8.4,0,0,0,0,0,0,0,0,3.5,40.6,0.1,0,0,2.1,0,0,0,B-Game
2017,15,willit4,Tyrell Williams,WR,LAC,@KC,25.7,8.3,0,0,0,0,0,0,0,0,2.3,43.6,0.3,0,0,1.8,0,0,0,B-Game
2017,15,jonesz1,Zay Jones,WR,BUF,MIA,18.7,7.9,0,0,0,0,0,0,0,0,2.6,38.1,0.3,0,0,1.8,0,0,0,C-Game
2017,15,locket1,Tyler Lockett,WR,SEA,LAR,16.5,7.8,0,0,0,0,0,0.4,3.8,0,2.8,39,0.1,0,0.2,1.9,0,0,0,C-Game
2017,15,bryanm2,Martavis Bryant,WR,PIT,NE,20.8,7.8,0,0,0,0,0,0.3,1.1,0,3.1,33.8,0.2,0,0,1.8,0,0,0,C-Game
2017,15,smitht7,Torrey Smith,WR,PHI,@NYG,24.2,7.7,0,0,0,0,0,0,0,0,3.2,35.3,0.2,0,0,1.9,0,0,0,C-Game
2017,15,fullew1,Will Fuller,WR,HOU,@JAX,15.2,7.7,0,0,0,0,0,0,0,0,3,37.1,0.2,0,0,1.9,0,0,0,C-Game
2017,15,taylot4,Trent Taylor,WR,SF,TEN,17.2,7.6,0,0,0,0,0,0,0,0,3,35.1,0.2,0,0,1.8,0,0,0,C-Game
2017,15,gollak1,Kenny Golladay,WR,DET,CHI,17,7.6,0,0,0,0,0,0,0,0,2.2,39.1,0.2,0,0,1.7,0,0,0,C-Game
2017,15,davisc7,Corey Davis,WR,TEN,@SF,17.5,7.5,0,0,0,0,0,0,0,0,3.1,33,0.2,0,0,1.8,0,0,0,C-Game
2017,15,wilsoa1,Albert Wilson,WR,KC,LAC,18.8,7.4,0,0,0,0,0,0,0,0,2.4,34.3,0.3,0,0,1.6,0,0,0,C-Game
2017,15,lewisr1,Roger Lewis,WR,NYG,PHI,16.5,7.4,0,0,0,0,0,0,0,0,3.3,33.6,0.1,0,0,1.9,0,0,0,C-Game
2017,15,benjat1,Travis Benjamin,WR,LAC,@KC,25.7,7.4,0,0,0,0,0,0.5,5,0,2.1,31.4,0.3,0,0.2,1.4,0,0,0,C-Game
2017,15,thompd1,Deonte Thompson,WR,BUF,MIA,18.7,7.3,0,0,0,0,0,0,0,0,2.5,39,0.2,0,0,1.8,0,0,0,C-Game
2017,15,beaslc1,Cole Beasley,WR,DAL,@OAK,23.8,7.3,0,0,0,0,0,0,0,0,2.8,27.8,0.3,0,0,1.5,0,0,0,C-Game
2017,15,deckee1,Eric Decker,WR,TEN,@SF,17.5,6.7,0,0,0,0,0,0,0,0,2.9,30.8,0.1,0,0,1.7,0,0,0,C-Game
2017,15,robers1,Seth Roberts,WR,OAK,DAL,23.2,6.6,0,0,0,0,0,0,0,0,2.7,28.6,0.2,0,0,1.6,0,0,0,C-Game
2017,15,amendd1,Danny Amendola,WR,NE,@PIT,23.1,6.5,0,0,0,0,0,0,0,0,2.6,29.9,0.2,0,0,1.5,0,0,0,C-Game
2017,15,colek1,Keelan Cole,WR,JAX,HOU,25.3,6.4,0,0,0,0,0,0,0,0,1.9,34.5,0.2,0,0,1.5,0,0,0,C-Game
2017,15,byrdd3,Damiere Byrd,WR,CAR,GB,27.6,6.4,0,0,0,0,0,0,0,0,2.6,28.4,0.2,0,0,1.5,0,0,0,C-Game
2017,15,pattec1,Cordarrelle Patterson,WR,OAK,DAL,23.2,6.4,0,0,0,0,0,1,8.3,0.1,2.2,22.3,0.1,0,0.3,1.2,0,0,0,C-Game
2017,15,gabrit1,Taylor Gabriel,WR,ATL,@TB,25.6,6.2,0,0,0,0,0,0.1,1.2,0,2.6,28.8,0.1,0,0.1,1.5,0,0,0,C-Game
2017,15,brownj5,John Brown,WR,ARI,@WAS,22.1,6,0,0,0,0,0,0,0,0,2.1,29.1,0.2,0,0,1.4,0,0,0,C-Game
2017,15,colemb2,Brandon Coleman,WR,NO,NYJ,24.7,5.9,0,0,0,0,0,0,0,0,1.4,27.3,0.3,0,0,1.1,0,0,0,C-Game
2017,15,holtoj1,Johnny Holton,WR,OAK,DAL,23.2,5.8,0,0,0,0,0,0,0,0,1.7,27.3,0.2,0,0,1.2,0,0,0,C-Game
2017,15,brownj4,Jaron Brown,WR,ARI,@WAS,22.1,5.6,0,0,0,0,0,0,0,0,1.9,27.9,0.2,0,0,1.3,0,0,0,C-Game
2017,15,godwic1,Chris Godwin,WR,TB,ATL,18.2,5.4,0,0,0,0,0,0,0,0,2.2,31.1,0,0,0,1.5,0,0,0,C-Game
2017,15,nelsoj2,J.J. Nelson,WR,ARI,@WAS,22.1,5.4,0,0,0,0,0,0,0,0,1.9,26.7,0.1,0,0,1.3,0,0,0,C-Game
2017,15,humpha1,Adam Humphries,WR,TB,ATL,18.2,5,0,0,0,0,0,0,0,0,2.8,22,0,0,0,1.4,0,0,0,C-Game
2017,15,moorec1,Chris Moore,WR,BAL,@CLE,18.6,4.8,0,0,0,0,0,0,0,0,1.4,25.6,0.2,0,0,1.1,0,0,0,C-Game
2017,15,butleb1,Brice Butler,WR,DAL,@OAK,23.8,4.7,0,0,0,0,0,0,0,0,1.2,25.4,0.2,0,0,1,0,0,0,C-Game
2017,15,latimc1,Cody Latimer,WR,DEN,@IND,22.3,4.5,0,0,0,0,0,0,0,0,1.5,22.8,0.1,0,0,1,0,0,0,C-Game
2017,15,wrighj2,Jarius Wright,WR,MIN,CIN,18.3,4.3,0,0,0,0,0,0,0,0,1.7,16.9,0.2,0,0,0.9,0,0,0,C-Game
2017,15,bellaj1,Josh Bellamy,WR,CHI,@DET,21.2,4.1,0,0,0,0,0,0,0,0,1.4,21.2,0.1,0,0,1,0,0,0,C-Game
2017,15,murphl1,Louis Murphy,WR,SF,TEN,17.2,4,0,0,0,0,0,0,0,0,1.2,19.5,0.1,0,0,0.9,0,0,0,C-Game
2017,15,hansec1,Chad Hansen,WR,NYJ,@NO,19.5,4,0,0,0,0,0,0,0,0,1.9,19.5,0,0,0,1.1,0,0,0,C-Game
2017,15,kingt1,Tavarres King,WR,NYG,PHI,16.5,4,0,0,0,0,0,0,0,0,1.5,18.9,0.1,0,0,0.9,0,0,0,C-Game
2017,15,hardyj2,Justin Hardy,WR,ATL,@TB,25.6,4,0,0,0,0,0,0,0,0,1.4,13.7,0.2,0,0,0.8,0,0,0,C-Game
2017,15,fowleb1,Bennie Fowler,WR,DEN,@IND,22.3,3.8,0,0,0,0,0,0,0,0,1.3,19.4,0.1,0,0,0.9,0,0,0,C-Game
2017,15,jonest3,T.J. Jones,WR,DET,CHI,17,3.7,0,0,0,0,0,0,0,0,1.7,18.9,0,0,0,1,0,0,0,C-Game
2017,15,shepar1,Russell Shepard,WR,CAR,GB,27.6,3.7,0,0,0,0,0,0,0,0,1.5,17.8,0.1,0,0,0.9,0,0,0,C-Game
2017,15,austit2,Tavon Austin,WR,LAR,@SEA,22.9,3.5,0,0,0,0,0,2.7,15.3,0.1,0.8,6.5,0,0,0.6,0.4,0,0,0,C-Game
2017,15,treadl1,Laquon Treadwell,WR,MIN,CIN,18.3,3.3,0,0,0,0,0,0,0,0,1.3,14.3,0.1,0,0,0.8,0,0,0,C-Game
2017,15,holmea1,Andre Holmes,WR,BUF,MIA,18.7,3.2,0,0,0,0,0,0,0,0,1,10.5,0.2,0,0,0.6,0,0,0,C-Game
2017,15,boydt2,Tyler Boyd,WR,CIN,@MIN,16.9,3,0,0,0,0,0,0,0,0,1.6,11.7,0.1,0,0,0.8,0,0,0,C-Game
2017,15,robind2,Demarcus Robinson,WR,KC,LAC,18.8,3,0,0,0,0,0,0,0,0,1.3,12.3,0.1,0,0,0.7,0,0,0,C-Game
2017,15,bournk1,Kendrick Bourne,WR,SF,TEN,17.2,3,0,0,0,0,0,0,0,0,1,14.3,0.1,0,0,0.7,0,0,0,C-Game
2017,15,aikenk1,Kamar Aiken,WR,IND,DEN,13.1,2.9,0,0,0,0,0,0,0,0,1.2,10.4,0.1,0,0,0.6,0,0,0,C-Game
2017,15,rogere2,Eli Rogers,WR,PIT,NE,20.8,2.7,0,0,0,0,0,0,0,0,1.2,8.8,0.1,0,0,0.6,0,0,0,C-Game
2017,15,ericka1,Alex Erickson,WR,CIN,@MIN,16.9,2.6,0,0,0,0,0,0.5,1.8,0,0.9,12.7,0,0,0.1,0.6,0,0,0,C-Game
2017,15,campam1,Michael Campanaro,WR,BAL,@CLE,18.6,2.5,0,0,0,0,0,0,0,0,1.3,11.6,0,0,0,0.7,0,0,0,C-Game
2017,15,hollim1,Mack Hollins,WR,PHI,@NYG,24.2,2.5,0,0,0,0,0,0,0,0,0.9,11.8,0.1,0,0,0.6,0,0,0,C-Game
2017,15,rudolt1,Travis Rudolph,WR,NYG,PHI,16.5,2.4,0,0,0,0,0,0,0,0,1,11.6,0,0,0,0.6,0,0,0,C-Game
2017,15,grantj1,Jakeem Grant,WR,MIA,@BUF,17.1,2.4,0,0,0,0,0,0,0,0,0.9,12.2,0.1,0,0,0.6,0,0,0,C-Game
2017,15,sneadw1,Willie Snead,WR,NO,NYJ,24.7,2.3,0,0,0,0,0,0,0,0,0.9,10.1,0.1,0,0,0.5,0,0,0,C-Game
2017,15,willim7,Mike Williams,WR,LAC,@KC,25.7,2.3,0,0,0,0,0,0,0,0,1.2,10.9,0,0,0,0.6,0,0,0,C-Game
2017,15,thomad7,DeAnthony Thomas,WR,KC,LAC,18.8,2.2,0,0,0,0,0,0,0,0,0.9,9.8,0.1,0,0,0.5,0,0,0,C-Game
2017,15,robina1,Aldrick Robinson,WR,SF,TEN,17.2,2.2,0,0,0,0,0,0,0,0,0.7,10.4,0.1,0,0,0.5,0,0,0,C-Game
2017,15,taylot3,Taywan Taylor,WR,TEN,@SF,17.5,1.9,0,0,0,0,0,0,0,0,0.6,9.1,0.1,0,0,0.4,0,0,0,C-Game
2017,15,malonj1,Josh Malone,WR,CIN,@MIN,16.9,1.9,0,0,0,0,0,0,0,0,0.8,7.4,0.1,0,0,0.4,0,0,0,C-Game
2017,15,lewist2,Tommylee Lewis,WR,NO,NYJ,24.7,1.8,0,0,0,0,0,0,0,0,0.7,8.6,0,0,0,0.4,0,0,0,C-Game
2017,15,quickb1,Brian Quick,WR,WAS,ARI,16.5,1.7,0,0,0,0,0,0,0,0,0.7,7.6,0.1,0,0,0.4,0,0,0,C-Game
2017,15,reynoj1,Josh Reynolds,WR,LAR,@SEA,22.9,1.7,0,0,0,0,0,0,0,0,0.6,7.7,0,0,0,0.4,0,0,0,C-Game
2017,15,higgir1,Rashard Higgins,WR,CLE,BAL,15.5,1.6,0,0,0,0,0,0,0,0,0.8,8.4,0,0,0,0.5,0,0,0,C-Game
2017,15,thompc2,Christopher Thompson,WR,HOU,@JAX,15.2,1.4,0,0,0,0,0,0,0,0,0.7,5.9,0,0,0,0.4,0,0,0,C-Game
2017,15,floydm3,Michael Floyd,WR,MIN,CIN,18.3,1.2,0,0,0,0,0,0,0,0,0.6,5.2,0,0,0,0.3,0,0,0,C-Game
2017,15,louisr1,Ricardo Louis,WR,CLE,BAL,15.5,1,0,0,0,0,0,0,0,0,0.4,6.3,0,0,0,0.3,0,0,0,C-Game
2017,15,brownn1,Noah Brown,WR,DAL,@OAK,23.8,0.9,0,0,0,0,0,0,0,0,0.4,4.8,0,0,0,0.3,0,0,0,C-Game
2017,15,willic5,Chad Williams,WR,ARI,@WAS,22.1,0.9,0,0,0,0,0,0,0,0,0.4,4.8,0,0,0,0.3,0,0,0,C-Game
2017,15,clayk1,Kaelin Clay,WR,CAR,GB,27.6,0.8,0,0,0,0,0,0,0,0,0.3,3.6,0,0,0,0.2,0,0,0,C-Game
2017,15,dorsep1,Phillip Dorsett,WR,NE,@PIT,23.1,0.1,0,0,0,0,0,0.2,1.1,0,0,0,0,0,0,0,0,0,0,C-Game
2017,15,gronkr1,Rob Gronkowski,TE,NE,@PIT,5.1,16.3,0,0,0,0,0,0,0,0,4.9,76.2,0.6,0,0,3.7,0,0,0,A-Game
2017,15,kelcet1,Travis Kelce,TE,KC,LAC,6.8,14.9,0,0,0,0,0,0,0,0,5.5,66.2,0.5,0,0,3.4,0,0,0,A-Game
2017,15,doylej1,Jack Doyle,TE,IND,DEN,9.2,12.3,0,0,0,0,0,0,0,0,5.3,52,0.3,0,0,2.9,0,0,0,A-Game
2017,15,walked2,Delanie Walker,TE,TEN,@SF,6.9,12.2,0,0,0,0,0,0,0,0,5,59.2,0.2,0,0,3.1,0,0,0,A-Game
2017,15,ertzz1,Zach Ertz,TE,PHI,@NYG,9.9,12,0,0,0,0,0,0,0,0,4.6,51.8,0.4,0,0,2.7,0,0,0,A-Game
2017,15,grahaj1,Jimmy Graham,TE,SEA,LAR,6.6,11.2,0,0,0,0,0,0,0,0,4,36.3,0.6,0,0,2.1,0,0,0,A-Game
2017,15,henryh1,Hunter Henry,TE,LAC,@KC,7.9,10.8,0,0,0,0,0,0,0,0,3.6,43.6,0.5,0,0,2.3,0,0,0,A-Game
2017,15,engrae1,Evan Engram,TE,NYG,PHI,6.1,10.7,0,0,0,0,0,0,0,0,3.9,46.2,0.4,0,0,2.4,0,0,0,A-Game
2017,15,rudolk1,Kyle Rudolph,TE,MIN,CIN,9.5,10.7,0,0,0,0,0,0,0,0,3.5,44.1,0.5,0,0,2.3,0,0,0,A-Game
2017,15,wittej1,Jason Witten,TE,DAL,@OAK,7.7,10.5,0,0,0,0,0,0,0,0,4.4,41.1,0.3,0,0,2.3,0,0,0,A-Game
2017,15,ebrone1,Eric Ebron,TE,DET,CHI,6,10.2,0,0,0,0,0,0,0,0,4.4,45.9,0.2,0,0,2.5,0,0,0,A-Game
2017,15,cookj2,Jared Cook,TE,OAK,DAL,6.6,10.2,0,0,0,0,0,0,0,0,4,50.9,0.2,0,0,2.6,0,0,0,A-Game
2017,15,olseng1,Greg Olsen,TE,CAR,GB,6.7,9.4,0,0,0,0,0,0,0,0,3.9,42.6,0.2,0,0,2.3,0,0,0,A-Game
2017,15,davisv1,Vernon Davis,TE,WAS,ARI,7.5,9.3,0,0,0,0,0,0,0,0,3.5,42.8,0.3,0,0,2.2,0,0,0,A-Game
2017,15,hoopea1,Austin Hooper,TE,ATL,@TB,6.8,8.9,0,0,0,0,0,0,0,0,3.5,35.7,0.3,0,0,2,0,0,0,A-Game
2017,15,clayc1,Charles Clay,TE,BUF,MIA,10,8.5,0,0,0,0,0,0,0,0,3.4,40.9,0.2,0,0,2.1,0,0,0,A-Game
2017,15,sefera1,Austin Seferian-Jenkins,TE,NYJ,@NO,6.5,8,0,0,0,0,0,0,0,0,4,28.2,0.2,0,0,1.8,0,0,0,B-Game
2017,15,watsob1,Ben Watson,TE,BAL,@CLE,9.8,8,0,0,0,0,0,0,0,0,3.2,30.2,0.3,0,0,1.7,0,0,0,B-Game
2017,15,bratec1,Cameron Brate,TE,TB,ATL,5.2,7.8,0,0,0,0,0,0,0,0,2.7,31.1,0.3,0,0,1.6,0,0,0,B-Game
2017,15,howaro1,O.J. Howard,TE,TB,ATL,5.2,7.8,0,0,0,0,0,0,0,0,2.4,32.4,0.4,0,0,1.6,0,0,0,B-Game
2017,15,anders1,Stephen Anderson,TE,HOU,@JAX,4.5,7.6,0,0,0,0,0,0,0,0,3.2,35.1,0.2,0,0,1.9,0,0,0,B-Game
2017,15,sealsr1,Ricky Seals-Jones,TE,ARI,@WAS,8.5,7.3,0,0,0,0,0,0,0,0,2,33.9,0.3,0,0,1.6,0,0,0,B-Game
2017,15,jamesj2,Jesse James,TE,PIT,NE,4.9,7.2,0,0,0,0,0,0,0,0,3,25,0.3,0,0,1.5,0,0,0,B-Game
2017,15,njokud1,David Njoku,TE,CLE,BAL,7.1,7.2,0,0,0,0,0,0,0,0,2.5,31.4,0.3,0,0,1.6,0,0,0,B-Game
2017,15,celekg1,Garrett Celek,TE,SF,TEN,8.3,7,0,0,0,0,0,0,0,0,2.2,32.5,0.3,0,0,1.6,0,0,0,B-Game
2017,15,kroftt1,Tyler Kroft,TE,CIN,@MIN,5.3,6.8,0,0,0,0,0,0,0,0,2.7,26.5,0.2,0,0,1.5,0,0,0,B-Game
2017,15,thomaj1,Julius Thomas,TE,MIA,@BUF,7.9,6.7,0,0,0,0,0,0,0,0,2.7,26.4,0.2,0,0,1.5,0,0,0,B-Game
2017,15,shahea1,Adam Shaheen,TE,CHI,@DET,11.5,6.3,0,0,0,0,0,0,0,0,2.2,24.3,0.3,0,0,1.3,0,0,0,C-Game
2017,15,lewism2,Marcedes Lewis,TE,JAX,HOU,10.6,5.6,0,0,0,0,0,0,0,0,1.4,20.7,0.4,0,0,1,0,0,0,C-Game
2017,15,hillj4,Josh Hill,TE,NO,NYJ,10.1,5.1,0,0,0,0,0,0,0,0,1.9,20.1,0.2,0,0,1.1,0,0,0,C-Game
2017,15,greshj1,Jermaine Gresham,TE,ARI,@WAS,8.5,5.1,0,0,0,0,0,0,0,0,2.3,21.8,0.1,0,0,1.2,0,0,0,C-Game
2017,15,trayla1,Austin Traylor,TE,DEN,@IND,8.7,4.8,0,0,0,0,0,0,0,0,1.7,21.7,0.2,0,0,1.1,0,0,0,C-Game
2017,15,higbet1,Tyler Higbee,TE,LAR,@SEA,6.3,4.6,0,0,0,0,0,0,0,0,1.8,20.6,0.1,0,0,1.1,0,0,0,C-Game
2017,15,pauln1,Niles Paul,TE,WAS,ARI,7.5,4.3,0,0,0,0,0,0,0,0,2,17.6,0.1,0,0,1,0,0,0,C-Game
2017,15,vannen1,Nick Vannett,TE,SEA,LAR,6.6,4.3,0,0,0,0,0,0,0,0,1.8,25.5,0,0,0,1.3,0,0,0,C-Game
2017,15,kittlg1,George Kittle,TE,SF,TEN,8.3,4.1,0,0,0,0,0,0,0,0,1.7,16.9,0.1,0,0,0.9,0,0,0,C-Game
2017,15,devals1,Seth DeValve,TE,CLE,BAL,7.1,3.8,0,0,0,0,0,0,0,0,1.8,18.9,0,0,0,1,0,0,0,C-Game
2017,15,olearn1,Nick O'Leary,TE,BUF,MIA,10,3.6,0,0,0,0,0,0,0,0,1.6,18.1,0,0,0,1,0,0,0,C-Game
2017,15,evereg1,Gerald Everett,TE,LAR,@SEA,6.3,3.6,0,0,0,0,0,0,0,0,1.1,16.8,0.1,0,0,0.8,0,0,0,C-Game
2017,15,kendrl1,Lance Kendricks,TE,GB,@CAR,6.3,3.5,0,0,0,0,0,0,0,0,1.5,15.6,0.1,0,0,0.8,0,0,0,C-Game
2017,15,simsd1,Dion Sims,TE,CHI,@DET,11.5,3.5,0,0,0,0,0,0,0,0,1.4,14.8,0.1,0,0,0.8,0,0,0,C-Game
2017,15,fellsd2,Darren Fells,TE,DET,CHI,6,3.5,0,0,0,0,0,0,0,0,1.3,10.8,0.2,0,0,0.6,0,0,0,C-Game
2017,15,gatesa1,Antonio Gates,TE,LAC,@KC,7.9,3.4,0,0,0,0,0,0,0,0,1.4,13.6,0.1,0,0,0.8,0,0,0,C-Game
2017,15,smithj6,Jonnu Smith,TE,TEN,@SF,6.9,2.9,0,0,0,0,0,0,0,0,0.8,11.4,0.2,0,0,0.6,0,0,0,C-Game
2017,15,willib2,Brandon Williams,TE,IND,DEN,9.2,2.7,0,0,0,0,0,0,0,0,1.5,9.4,0,0,0,0.6,0,0,0,C-Game
2017,15,rodger1,Richard Rodgers,TE,GB,@CAR,6.3,2.6,0,0,0,0,0,0,0,0,1,11.7,0.1,0,0,0.6,0,0,0,C-Game
2017,15,toilol1,Levine Toilolo,TE,ATL,@TB,6.8,2.6,0,0,0,0,0,0,0,0,0.9,9.6,0.1,0,0,0.5,0,0,0,C-Game
2017,15,brownd10,Daniel Brown,TE,CHI,@DET,11.5,2.4,0,0,0,0,0,0,0,0,1,10.6,0.1,0,0,0.6,0,0,0,C-Game
2017,15,dickse1,Ed Dickson,TE,CAR,GB,6.7,2.2,0,0,0,0,0,0,0,0,0.9,9.5,0.1,0,0,0.5,0,0,0,C-Game
2017,15,boylen1,Nick Boyle,TE,BAL,@CLE,9.8,2.1,0,0,0,0,0,0,0,0,0.8,9.3,0.1,0,0,0.5,0,0,0,C-Game
2017,15,harrid3,Demetrius Harris,TE,KC,LAC,6.8,1.9,0,0,0,0,0,0,0,0,0.7,7.4,0.1,0,0,0.4,0,0,0,C-Game
2017,15,tomlie1,Eric Tomlinson,TE,NYJ,@NO,6.5,1.8,0,0,0,0,0,0,0,0,0.5,9.8,0,0,0,0.5,0,0,0,C-Game
2017,15,burtot1,Trey Burton,TE,PHI,@NYG,9.9,1.6,0,0,0,0,0,0,0,0,0.6,7.1,0,0,0,0.4,0,0,0,C-Game
2017,15,ellisr1,Rhett Ellison,TE,NYG,PHI,6.1,1.5,0,0,0,0,0,0,0,0,0.7,6.3,0,0,0,0.4,0,0,0,C-Game
2017,15,heuerj1,Jeff Heuerman,TE,DEN,@IND,8.7,1.5,0,0,0,0,0,0,0,0,0.6,6.8,0,0,0,0.4,0,0,0,C-Game
2017,15,hoomam1,Michael Hoomanawanui,TE,NO,NYJ,10.1,1.4,0,0,0,0,0,0,0,0,0.3,4.3,0.1,0,0,0.2,0,0,0,C-Game
2017,15,fasana1,Anthony Fasano,TE,MIA,@BUF,7.9,1.2,0,0,0,0,0,0,0,0,0.7,4.1,0,0,0,0.3,0,0,0,C-Game
2017,15,oshauj1,James O'Shaughnessy,TE,JAX,HOU,10.6,1.1,0,0,0,0,0,0,0,0,0.6,5.7,0,0,0,0.3,0,0,0,C-Game
2017,15,allend1,Dwayne Allen,TE,NE,@PIT,5.1,1.1,0,0,0,0,0,0,0,0,0.5,6,0,0,0,0.3,0,0,0,C-Game
2017,15,celekb1,Brent Celek,TE,PHI,@NYG,9.9,1.1,0,0,0,0,0,0,0,0,0.4,4.7,0,0,0,0.2,0,0,0,C-Game
2017,15,greenv1,Virgil Green,TE,DEN,@IND,8.7,1,0,0,0,0,0,0,0,0,0.4,4.6,0,0,0,0.2,0,0,0,C-Game
2017,15,smithl1,Lee Smith,TE,OAK,DAL,6.6,0.9,0,0,0,0,0,0,0,0,0.5,5,0,0,0,0.3,0,0,0,C-Game
2017,15,hannaj1,James Hanna,TE,DAL,@OAK,7.7,0.9,0,0,0,0,0,0,0,0,0.4,4.8,0,0,0,0.3,0,0,0,C-Game
2017,15,thomal2,Logan Thomas,TE,BUF,MIA,10,0.9,0,0,0,0,0,0,0,0,0.5,3.8,0,0,0,0.2,0,0,0,C-Game
2017,15,uzomac1,C.J. Uzomah,TE,CIN,@MIN,5.3,0.9,0,0,0,0,0,0,0,0,0.4,4.2,0,0,0,0.2,0,0,0,C-Game
2017,15,grimbx1,Xavier Grimble,TE,PIT,NE,4.9,0.5,0,0,0,0,0,0,0,0,0.2,2.9,0,0,0,0.2,0,0,0,C-Game
2017,15,walfoc1,Clive Walford,TE,OAK,DAL,6.6,0.5,0,0,0,0,0,0,0,0,0.2,2.5,0,0,0,0.1,0,0,0,C-Game
2017,15,travir1,Ross Travis,TE,KC,LAC,6.8,0.5,0,0,0,0,0,0,0,0,0.2,2.5,0,0,0,0.1,0,0,0,C-Game
2017,15,lutzw1,Wil Lutz,K,NO,NYJ,7.4,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,1.8,A-Game
2017,15,forbak1,Kai Forbath,K,MIN,CIN,10.3,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,1.8,A-Game
2017,15,lamboj1,Josh Lambo,K,JAX,HOU,9.6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1.8,A-Game
2017,15,tuckej1,Justin Tucker,K,BAL,@CLE,9.1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,1.9,A-Game
2017,15,ellioj1,Jake Elliott,K,PHI,@NYG,7.7,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1.8,A-Game
2017,15,bryanm1,Matt Bryant,K,ATL,@TB,8,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,1.6,A-Game
2017,15,gostks1,Stephen Gostkowski,K,NE,@PIT,6.4,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5,B-Game
2017,15,pratem1,Matt Prater,K,DET,CHI,7.5,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1.7,B-Game
2017,15,bailed1,Dan Bailey,K,DAL,@OAK,8.1,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1.6,B-Game
2017,15,ganog1,Graham Gano,K,CAR,GB,7.8,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1.6,B-Game
2017,15,coonst1,Travis Coons,K,LAC,@KC,7.2,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1.6,B-Game
2017,15,zuerlg1,Greg Zuerlein,K,LAR,@SEA,6,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1.6,B-Game
2017,15,succor1,Ryan Succop,K,TEN,@SF,7.4,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1.7,B-Game
2017,15,boswec1,Chris Boswell,K,PIT,NE,4.7,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,1.5,B-Game
2017,15,gouldr1,Robbie Gould,K,SF,TEN,9.4,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,1.6,B-Game
2017,15,mcmanb1,Brandon McManus,K,DEN,@IND,8.1,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1.7,B-Game
2017,15,walshb1,Blair Walsh,K,SEA,LAR,5.7,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,1.5,B-Game
2017,15,butkeh1,Harrison Butker,K,KC,LAC,4.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1.5,B-Game
2017,15,rosen2,Nick Rose,K,WAS,ARI,6.8,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1.5,B-Game
2017,15,hauscs1,Steven Hauschka,K,BUF,MIA,6.2,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,1.7,B-Game
2017,15,tavecg1,Giorgio Tavecchio,K,OAK,DAL,4.1,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,1.5,B-Game
2017,15,crosbm1,Mason Crosby,K,GB,@CAR,6,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1.5,B-Game
2017,15,dawsop1,Phil Dawson,K,ARI,@WAS,8.8,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,B-Game
2017,15,murrap1,Patrick Murray,K,TB,ATL,6.6,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1.5,B-Game
